source_id,entity_name,category,city,address,latitude,longitude,primary_contact,secondary_contact,opening_hours,image_url,data_source
ChIJRydZGxSW3zgReFuYqU18E0s,Top Tech Cool Engineering,AC Technition,Islamabad,"Office #1, Al- Qadir Plaza, East، Service Rd, G 13/4 G-12, Islamabad, 44000, Pakistan",33.6509001,72.9750138,923443308186,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJRydZGxSW3zgReFuYqU18E0s/photos/AcnlKN0MrpGv7cG1bEFNh6qKFlISA4Ev83falakPV2yj5Pe0ZBeeT1vDkWBmLGgkz_i54BNM_LtcfSgDFZnIuDEiM08nYGbYXsGU8azx5CY8TX744RcFoujX4l37LxfT4851sU0yKGfOXX0MinK9AgMJmDV4UXYXaS5KP20M7JUpvvi7gBwZCOJllQ0E6pVELGHTnAeIS9ztZnIycO9JYtsHMpZ6EjEQNC99Md7l8ktpX2KNXOy1iWj7p3nTLV5d_JQhReotQ-yto8gNn6blYMQRo3bZupwM_LxpKJZpWwPefxjteSSBz9FZQ_SlfXoCD9oAwjRYzgqMLA8tKbyMpPt_H40p_tRrBpAoJXW7ZyLE6aV70KF-DDqASlK5P6xp3hOSVoNXgVG2XUObKR9ptX9DHKnlNYrnaqRfGrehNE-_xrc/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJjWi8ByDr3zgRJVLPLY16EAw,The Fast Fix,AC Technition,Islamabad,"Office no 3 LG alkram plaza opposite Dr A.Q Khan school phasa 5 B Ghuari town, Ghuari, Ghauri Town Phase 5-B Phase 4B town, Islamabad, 44000, Pakistan",33.6183125,73.1400018,923321333201,,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,https://places.googleapis.com/v1/places/ChIJjWi8ByDr3zgRJVLPLY16EAw/photos/AcnlKN2DP5aUrZDDNWL5ZqCxem70AwW1LrnBSg8wcEtHawzapF8-L2DQ000bb_YRBGM4vQzbsRWq5WRSmxiOJ7XNwM1kkd7ftXBRWpSc6aR134ey9c1lcNK4uxBmJuz7UcrU2qvClRpiEZ390I3JNL9OMmpgMIkgIb-CPvzemKQoRtn5W4mAuue8YF7iACmIe2mRNXLKfslJFcnjQ1YFAzEz9_7vEiS2AV3Dn1UA-odHigQY_EGXbtIK9L8Iv-ixVgRO75g6KIXETMrDhGIJBr4x5n8H0shezLcToe3ruw0Zw-IuFA/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJ____P2jt3zgRip_WeEhwwV8,"Cool Planet Air Conditioning offers AC, repair, service, installation, gas charging, Bahria Town, DHA,Rawalpindi, Islamabad",AC Technition,Islamabad,"Emirates Shopper's Paradise Office Number 92 Near West Minister School Phase, 7 Bahria, Phase 7 town, Islamabad, 46620, Pakistan",33.5351118,73.1133811,923181592416,,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 3:00 – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,https://places.googleapis.com/v1/places/ChIJ____P2jt3zgRip_WeEhwwV8/photos/AcnlKN0VJMEl_5HAjswry_Gmv9ZeCgMTWgrYS5f74MwTB-x1Cp7cDbB6YKiLSxsAJeaudJ4fatOIdAnXUYPZWO634OtBizJUJ8YyCkYQP1iqWkcJOVqEg-zgoSs4jdn-MwJy-D0EzkZaEq-S93cvpeAo4KTL859h4zEWSBSgjq1hIcprFYR91YLf6OCkgCcGBBEsAdgG15nmEwzKqzM4OLhqA3q3kfO2Q7PVxkZGMYMdpZNEXGeqbNZf0NfO-F5wryJ8KTn-jTAaYyS9svAAahAK1cS4urcjPDGA3TC0axMLlovIxw/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJDQ9nEgCT3zgR3tyTfZmi9To,"Acosol (AC Service & Repairing, Electrical, Plumbering, CCTV Camera's, Solar Energy & Geyser Installation Service's.)",AC Technition,Islamabad,"Kalma Chowk, Ghori Town Phase 4-A Phase 5 Ghauri Town, Islamabad, Pakistan",33.6165027,73.1377134,923043765590,,Monday: 10:00 AM – 7:00 PM | Tuesday: 10:00 AM – 7:00 PM | Wednesday: 10:00 AM – 7:00 PM | Thursday: 10:00 AM – 7:00 PM | Friday: Closed | Saturday: 10:00 AM – 7:00 PM | Sunday: 10:00 AM – 7:00 PM,https://places.googleapis.com/v1/places/ChIJDQ9nEgCT3zgR3tyTfZmi9To/photos/AcnlKN1i9omd2akYz5E50wouf9S5XRBzDmb19LAt_JxJ-xBwiZjn3IjaX9xPCRGDCDxp_fzYtRtOfvTF45sqHoYfvt-stgdmeDi8lQTbfcjQq3sWKfIW5u5DrHr8NswrZh2P-1Snag4yvfC9le0oo48tEo1UHSpXItaG8buVfcP34b678CT9KdOXm3yqu1mB2ijxemBVSxMZdD_PO1ZTs-XmA7AUKD8PHtE-ofxBzRfmmllbmGkC82G3D9GelsE6yor8mfCIIc0KALvtpqZIyEreVDT2cUusOQ9b9WBs5AWQPwFkZJ8SoTOZrBxu5_JRPiAgr8QrhZ2f-5f363ARC7o4y5oyW-Nf8FknvmNXY6d0TS5H9ogMj1lKX1M7Cb48aJ_wnguDjI_YJjDIbm1CsrywVTZ6nUBFuH9Q3Kg1-Bcbv2LfsxZeav_uNuq81PLHZsvl/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJjfBLCeu_3zgRYy0RcvUopCk,New Eastern Car AC,AC Technition,Islamabad,"Shop no. 8, Chanab Market، G-7/1 G 7/1 G-7, Islamabad, 44000, Pakistan",33.7003615,73.0679834,92512202621,,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: Closed,https://places.googleapis.com/v1/places/ChIJjfBLCeu_3zgRYy0RcvUopCk/photos/AcnlKN3V8f2g0An4y4DWNaxejJazpmw1lj7QNGl74FAiOG8m3Lg88uI_8iRpUyO1BHguiit9FBo9uqniik8GkSjIEaLJgK0SkmOo7vYqzSEGvUoSWk1ny2RxZoip9d6zKo5CFJv5XJp0NSj-WlFh9syL04Xwfx4Aeg3eIK7Qm_fItU3D6fWleGiy4XlRSu_DP1qqfDY5Asx242mtOuVFL353jr9e0yr1mmUbvHeKnXMkmB2CbYpSmsXD6FEF6O2825Jawtn2xaBfTBx9N8OID7XtJXRkTDrwO0LPOQWyxHmFYmtMtkODzHHLoiztEs2JsWE9kAJkFRO2SX7ZSgjo97Lm-KZPNeuljVjcphwf1AHoBEknuVpRov_Ilslc3h5KzykOMoQkWjhDY4hWxGUGtogo4BQfKXb4ZfMpMEO8vLkUlAHsiXvT/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJk5sXsKO93zgRBmkOqfyHOIo,Cool Line HVAC Islamabad,AC Technition,Islamabad,"48, F-11/3 F 11/3 F-11, Islamabad, 44320, Pakistan",33.6890243,72.9923682,923004265500,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJk5sXsKO93zgRBmkOqfyHOIo/photos/AcnlKN3VGS5Kumphii0jyErimt1N0zIefLFpBwRfKCMu0qsax-0yB12J9gA1ns5XAmnToxsy-5Tk4tdMUBkY14tYti8xfeSc-_-Dx16dO8KG_LDafIopys1kpRgwmlVkANSY2yVukQszlpEAYibPUHr2_gl81W1ixio1RjMQgyukExs9auhZi2SqNYDRnF3aSz2v5EZp7XbikB1CRUElwKIn6IcG2dw7T1VSbzLm07mD8xWeoUNUnteJQSwzLKX2VPmK7L3I92Hl7m1Wt13udn-ZBWgH5ffSuway0PB3eNxYasWa0A/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJkTS8D4Lp3zgRR8_oZf-mf-0,Ac technition,AC Technition,Islamabad,"Park Rd, Chatta Bakhtawar, Islamabad, Pakistan",33.662281,73.153388,923109066594,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJkTS8D4Lp3zgRR8_oZf-mf-0/photos/AcnlKN0S29Fm3ietSUgfFfzx5L32JW_-nFBd_Fhbdcs9FLtGfhuq9t_VSqs6lHTqX3oD3-bpNB4cbMYGMmjkZD5Rn8eiu81KgigxQcMQnEyZ2z9wIAzhXviZbSj1wRbjcwZH27VqsFYE1UZ62sE6XMaytqa2yZDYtKjn3CfOcJmExl0yczRb6BGBJRWDzgR2zHr4BHBBbZYGWSp4kVOtXgMW30WQ8S_MuK4nPDKqlc_nIf4ayVoB6l-cmghOWdjZvHIv8g1vI6jw0MEhznuFyjXH26sAJfuepFXeS9FuIFNIrc_3jg/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJ-2Ksv5G_3zgRhGlNTVQNHXE,Maqsood And Sons Traders - AIR CONDITIONING STORE | AC PARTS,AC Technition,Islamabad,"Shop#1 block 44, I&T centre, G-9/4 G 9/4 G-9, Islamabad, 44000, Pakistan",33.684025,73.0417747,923001114333,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJ-2Ksv5G_3zgRhGlNTVQNHXE/photos/AcnlKN3iSWiRzENtmrxIL2Y4itSjC84RoS8Pf0N5qp1Xu-qLaDB7_q5pJxcKcUPa-B6oYkeQwY2tohrIuBc3spG69eNhHiMIIfBmTlAep7UNzISjejVSL12Tobr8nZc_peZrDBTWnByJD19kFPeNnXaGTwdV-BktHO92p4S87grSnAKTEbc9rw-DJeE3lUHJvgJwT-_dwDQBj3FtpZM41zKnqfxFmC_EKnJpQJ8Mudjb2HTFhpopgTrLRKBJKzUXWRCTDt1aJKK6b3HRyrR54XJrbVmuti8r2fz7gei3fAF8RvdaJNcnSCYOO3iDElDg86k9c5-VDxTYXfQzEpRorFmFCnYgKv4cWfa1a58oKw0FLYjm4qj5JjcbMbxtqwH_yHis9a202MI9D_b9_Pu-H7zAQcd74csGhdQBDzym6N_j43P1sNQA6NPgViwL1PBBC94E/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJ2SzAicK93zgR7XSOcbj5ghA,ProCare Maintenance,AC Technition,Islamabad,"Office 6b Street 3, opposite F-11/1, F-11/1 F 11/1 F-11, Islamabad, 44000, Pakistan",33.6737847,72.9836203,923131581615,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJ2SzAicK93zgR7XSOcbj5ghA/photos/AcnlKN19AVNTDI3nfNEPGJBzKxeZZuL0wMNhaPEDXbcrghZ5xGdqsrGlgbiBOLbGuIKXDj1cyMG0jywH6DL6uYmCDsUPwEe-7PUAfbi7X9tDIVserqg_eRSdlpE0k79pV4nsIgufwOEh5BY0t_sDbOIdEP2M5AgUl9ZL_3DNvufYbypAoAtvse6NfnS7KvbQ06SLK4DYT85DsdZBHs3dAPn4VjPqEtHeWBhzbRCqv_rCSdovarnsVBrTAAL4IUSNmt1HIWIme7oR7g6JCRTWCv54H9Ctz6zuTMBMMAxk8sssj2fuUw/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJExvfoESX3zgRCI3qXP3JZB4,Khuram Cools Point & Electric Services,AC Technition,Islamabad,"Main Markaz, near Zayan Pharmacy & MCB BANK, Jammu & Kashmir Housing Society G 15 Markaz G-15, Islamabad, Pakistan",33.6315018,72.9227692,923035122728,,Monday: 9:30 AM – 11:00 PM | Tuesday: 9:30 AM – 11:00 PM | Wednesday: 9:30 AM – 11:00 PM | Thursday: 9:30 AM – 11:00 PM | Friday: 3:00 AM – 11:00 PM | Saturday: 9:30 AM – 11:00 PM | Sunday: 9:30 AM – 11:00 PM,https://places.googleapis.com/v1/places/ChIJExvfoESX3zgRCI3qXP3JZB4/photos/AcnlKN3-kAbCdqjP_Bfyd3pkDvzlbn3-442d2X-hl9YI_qzz3UPl6NNvAQkhciVPZMI2liKcApk40QaNXlBlZhRLqMIuEv_GwRroOH7odQMS-YuQaPA8zQtI2BO_pYjbkJ-0t_XkPwcZ1zb1K5cTumByJDf0mEj-JWLr6gQ3uEUXtbCgyN6Cln9Ca18MYnR1oQJHl_AAelpXYPs-GUKzO4zInISdL4JLMk_CJY0MiGzV4HSXTEM07C2ysrqBkfcNICONZ3lifqH-OzQqKfjwkVWAMCgMo16AJfR051TpN1DHM-uvOQ/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJz2urBO3t3zgRAvNok3akAow,Maqsood and Sons (PWD Branch),AC Technition,Islamabad,"Al madina plaza, near Al falah bank, PWD Housing Society Phase 2 Islamabad, Pakistan",33.5644001,73.1431176,923040007000,,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,https://places.googleapis.com/v1/places/ChIJz2urBO3t3zgRAvNok3akAow/photos/AcnlKN1COrO5yUWiN861L3Zo7rbIGR5AiaG7S05ueSAwZ2WE-_ZDNlBtTvoxbtWdmH2xqnMKg-6lRQm4qozHIhqYI7AhNBFZYUP_JcxmlwfksGEjtBsPIpu3hu77EnjiAcomzMcUe0DX0-WZXlPopljeHlMM2Dmqi8ua1WuaZHnA2tWzuHktgfa2Ey-cHMlVYpt5FB_Lhv92F5qiBEnjhG7rqb-XPStm17lzkISC6zaYt62yZ3zbsUzPK3opvVlRGwapdWwCl-rtBrR3tsryX4lTi7YJr7khv0fUAqUTO6JKg5Nkq0vw9vJJN8ZXSswPjE7mm101X-lPCpzSberFIQF0w59msv-2GDVmRP7ta5lk54hqyiLotZWqjmcLPF8KitWB2qOOvLS_I43aD_yZDg1PE6Pfg5l1lznA989aQTyNvFS9qfDCEZf19VP4lPRUh5tV/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJp8KI_b-V3zgRXEsRao5TFqk,Building maintenance islamabad,Mason Service,Islamabad,"plot # 212 east service road industrial area, I-10/3 I-9, Islamabad, 44000, Pakistan",33.6664715,73.0603658,923319944677,,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:30 AM – 5:00 PM | Sunday: Closed,https://places.googleapis.com/v1/places/ChIJp8KI_b-V3zgRXEsRao5TFqk/photos/AcnlKN11rA8vdDnMLuCL6Fy4yTXHHi-3RvP4Vhiwj2-xmdwZQ1_4OzDXUtAFaP1avwbT7ab3TfHs_vRA2tn9dM7hB6c8U8TMiQ-5hJz8aU_TAZc5jNRxGqlw1B_WkolxLox8sD8FDJaW9P23g_aOn8fr7EwXjbSNaZ7kmF73qbNT4mD7tyPq6xTeKfhBFDc40rA5FkxyPj9m1hr_ud50oowLMDkv_m-Rm58PJRpfM7YRtR3EqGPfkesj2-UbY_qya1-kFEJC0U2ewmVmrR_2enGD3CcP1E0lef2Eg7LKcZ9QJKjgig/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJkc1YY2u-3zgR3P15bKHmkyA,Hassan & Hussain Enterprises,Mason Service,Islamabad,"Office # 9, Third Floor، Capital Trade Center، F-10 Markaz F 10/3 ایف - ۱۰، اسلام آباد، Pakistan",33.6964967,73.0117005,923335189194,,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,https://places.googleapis.com/v1/places/ChIJkc1YY2u-3zgR3P15bKHmkyA/photos/AcnlKN0jSAliFguVKo2LuBiFbe-Ays3bmkmM7fNHSKj_6SERYvuHqqukP4B3nN1cArUmGJFArXVBaWcYp_NBaDy443sgGi90-GmBODc3W4pQJ70-lHD_1DCla0oTyLU_o_7qfzP0iPTEtkjTVEhsoHFHpc19iXoPWxdeWi82chbojg5_PeR2IebgnMUyD0WXBJnJ_z_ZZqd8gn-b13CA5BI-8LjUHj5zY0gL_yiutI51_wifzpxMb_2ZHj7SsH0E6TYLa_VKjD75eRmKXCHHEGuRcbjTPTmDq2JzsYWwPejbHhIiOQ/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJ-8Pklabt3zgRsriZljujgoI,Mason1 | Solar Company Islamabad,Mason Service,Islamabad,"Centre, 57 St 1, Civic, Phase IV Civic Center Bahria Town, Islamabad, 46220, Pakistan",33.5513108,73.1249116,923128888412,,Monday: 8:30 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:30 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: Closed,https://places.googleapis.com/v1/places/ChIJ-8Pklabt3zgRsriZljujgoI/photos/AcnlKN2AGrw0ax9ZOdHAr97XzaiblDLj9ChxQjsYkl2ZbiTk932MYu-HopceWIO4T7QNlG2tTsp2iNxxcAIXrv2Pjz5LBXcV2EIie68wEtqMX5MZy9IjmTrcb0ACvsreYAJ5m9iaHxVg0ehgScuyWNJSVyMpULEcrbrDAaZvNcppKSgSldErrLx468pFbPjMbEf6le5iox9M-MfwbJbdYNpIHtwcI5SAc0F66wZ9IxrPJa2BEpXibJeOiOjCH-7TYHrqgk6NtYQsAD78KLItIDkPAq730s6hwlx0i0D1g_H_yDXa1g/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJO656sFK-3zgRvoXMI_HHzD4,The Handyman Pvt. Limited,Mason Service,Islamabad,"Office 1، Floor, 4-A، Utility Plaza، Street 2, F-8 Markaz F 8 Markaz F-8, Islamabad, 44000, Pakistan",33.710222,73.039759,9280042639,,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: Closed,https://places.googleapis.com/v1/places/ChIJO656sFK-3zgRvoXMI_HHzD4/photos/AcnlKN3xl1iZcD3UKmDb7C4XjyQn5hoC1eHyG2r2jH5suZtotlosaGvUhSwW6DOop-R7OPOyvSExCETZTP7zIJA7T7PZPfAaCCzx9kT6cvflGZSgR64RmGTu3T-_FkoIIEKSjUg_53ltvE1YUjdjo6QOYu8MXT7fkOqBt-XgEZbBqAszNWeSHpyNvPcW83YJuh6e1-VOuC2DLHFforMA7yEywaPvO9SRHdNOdHIJp9fJwMdd8yUEXBPqg12N8XDfkDcFhCbrg-xR2II2lVIpk_6ovS9_2caQWiZs649LzGdDRyG5uw/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJ7328cqu_3zgRhcWw3h0g_qg,Usman Engineering & Co,Mason Service,Islamabad,"Block No 8 Abbasi Market, Shop 2, F-8/3 F 8/3 F-8, Islamabad, 44220, Pakistan",33.7167011,73.0428345,923335372856,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://places.googleapis.com/v1/places/ChIJ7328cqu_3zgRhcWw3h0g_qg/photos/AcnlKN1rjgAX6nA3qLAPFgPRjjClrhKYAK1myJdtk_s3wf6EfV3nakmxOrHdIiaD3c_SnspU88cmmjNIdJdb-XWBHgIpOMzAnK1G5Pv01yEAntlaqrRQhyZ36RDXI4qhO3JiOKagxqU58vlpYiMzWVyzW2PLtbo5Ps0-_yZgSpJhiWyU6_NLJg3-tkQ0rny60stturr2mKIW-I5HFuJpooVOpx6woL2TC6N3AlOf_ma2YNwpNwol6rNG_aUlhzTFjC-_agQTlYo9FZm9srab02WKGVF5JVCrwnPbBGpAMzG4B_scsi3cYm_cicnOK9TefoQqQ-p8dGiuFCxRx5VguvqqL14RU3ineot0YmtfSL_1RTnccZQgEA1hzkrb9sFHIKnfifm-YfLHm-iC48pkzNR_Ok113qwooDZSzqOQdDaJPA8/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJA_PAsBq_3zgRXo7yVodkKvI,Mados Constructions,Mason Service,Islamabad,"Office 304, Third Floor, Gulistan Khan Plaza, Fazal-e-Haq Road, Block F G 7/3 Blue Area, Islamabad, Pakistan",33.7154982,73.0688589,923345000006,,Monday: 10:00 AM – 5:30 PM | Tuesday: 10:00 AM – 5:30 PM | Wednesday: 10:00 AM – 5:30 PM | Thursday: 10:00 AM – 5:30 PM | Friday: 10:00 AM – 5:30 PM | Saturday: 10:00 AM – 5:30 PM | Sunday: Closed,https://places.googleapis.com/v1/places/ChIJA_PAsBq_3zgRXo7yVodkKvI/photos/AcnlKN3jUKG0VoRKusLPay1kzHGegrFIpFxkqKKX2EuwKQ74udS5GFKfB__EwXZY9kZLdGSWlWlRBKDQ_vS1ifG9sNHemBLcijidtOK9O2mP90t_OZ2dEeHqgsb29DdWDAUay2sPujSvnBQheEZmpn_21oAlHNzEUCsmuTxX9xrDZVjNlHYzQ1FrMbbOqDDx7gkZHLPZnoiIqil_67MYtRiIOdr6SqfQ2gtHn_tJm8KFDeCuCnnEDvcMXU9rjWPCIFwNKS-kuEa9P4IhLGW5fFhYoXCX97a0JqXkht1Mgwk1uwqS4w/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJFfA2KK3r3zgRJbddu_nWncM,my4walls - Construction Company In Islamabad Pakistan,Mason Service,Islamabad,"First Floor, One Piccadilly, Business Square, Gulberg Greens Block A Gulberg Greens, Islamabad, 44000, Pakistan",33.6160287,73.1676126,923331114040,,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: Closed,https://places.googleapis.com/v1/places/ChIJFfA2KK3r3zgRJbddu_nWncM/photos/AcnlKN34VfhSDuGRHkmxBxy9Rn1BQE37pEL0B8u_vHRtADXaSFdy6RzjrrmvCbOVhJ-Bqv4DejZGabXRa4-7TfaHzw2QvN4Dt1V_WMql7w0skSZ1P1woyeBtl7Suu5Q4J3A2qkm-lAXh2On9DmmBCIspBR6WMWNeHL3KJp6bwRQZ1H7PrRaGk693OP7_qrkbUF-jDCqF-t81C5PMq5ym6IJmjrI65dFkPeu6xm82H27f2WNexDQlBOBMfLQGBqfi_RJR9_zvTeQ2fnnFiI60d8D_ulh9Mr67sNs-ta28YnEoWwkw2g/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
ChIJO7IpecHz3zgRVxJLAmu_miI,BLUE ARC Design & Development (Architect & Construction Company),Mason Service,Islamabad,"BlueArc, Bahria Eiffel Tower, Commercial Main Expressway, Bahria Greens, Phase 7 Sector 1 Bahria Town, Rawalpindi, 46000, Pakistan",33.5150239,73.084045,923311110272,,Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: Closed,https://places.googleapis.com/v1/places/ChIJO7IpecHz3zgRVxJLAmu_miI/photos/AcnlKN0r8rgH6DgwoJGqwU_ytPX4A0nTT8DJYbYdber-4K5_APv-jS6h1ypM1DUkLq0R2U9Lm2ux7-H-KiTMWvy04d06wbkdFdio339qfdVa5vHHKJbTUwhAcdOqtWm8RYgCRLpds8GnJa0rnafROJAXtkoVo2vGxsGMWMJs8YuY-Fy_l2NwzCX_J-ONx6N49stvj3Y9JKtzUWf6pmPWIiVDudgQWOVTeuzkDM2m5BFE8uJr5TpN9Ag9vV_0G_LVl-8yNKfAEPeGlgt6hN9qEt9UuBPA3F8GlDX2sZhHlcrFIRX7pg/media?key=AIzaSyAC2_-pyrnmZKI-rvLTY-te4vWcACYS3MA&maxWidthPx=400&skipHttpRedirect=true,Google Maps
